id	accession	organism_code	organism_name	order	uniprot_length	module_len	tail_len	total_len
A0A5Q0HCL1_SACSY/2-60	A0A5Q0HCL1	SACSY	Saccharothrix syringae (Nocardiopsis syringae)	Pseudonocardiales	60	32	27	59
A0A2Z3YWH0_9CORY/2-57	A0A2Z3YWH0	9CORY	Corynebacterium provencense	Mycobacteriales	60	32	24	56
A0A1I3TY12_9CELL/2-67	A0A1I3TY12	9CELL		None		32	34	66
A0A095ZBL8_9CORY/2-60	A0A095ZBL8	9CORY		None		32	27	59
A0A0Q8UQM9_9MICO/2-64	A0A0Q8UQM9	9MICO		None		32	31	63
A0A939QIT6_9MICO/2-71	A0A939QIT6	9MICO	Microbacterium stercoris	Micrococcales	75	32	38	70
A0A4V3T3V6_9ACTN/2-83	A0A4V3T3V6	9ACTN		None		32	50	82
A0A1V2I3G0_9ACTN/2-70	A0A1V2I3G0	9ACTN	Pseudofrankia asymbiotica	Frankiales	71	32	37	69
A0A1S6JAP1_9ACTN/2-65	A0A1S6JAP1	9ACTN	Streptomyces pactum	Kitasatosporales	83	32	32	64
A0A941EMS5_9ACTN/2-63	A0A941EMS5	9ACTN	Actinospica durhamensis	Catenulisporales	85	31	31	62
R7WH31_9NOCA/2-56	R7WH31	9NOCA	Rhodococcus rhodnii LMG 5362	Mycobacteriales	56	32	23	55
A0A7Y0F3C3_9BIFI/2-91	A0A7Y0F3C3	9BIFI	Bifidobacterium moraviense	Bifidobacteriales	128	32	58	90
A0A1Q9LFP1_9PSEU/2-60	A0A1Q9LFP1	9PSEU	Actinokineospora bangkokensis	Pseudonocardiales	60	32	27	59
A0A3N4Z471_9MICO/2-65	A0A3N4Z471	9MICO	Georgenia muralis	Allobogoriellales	68	32	32	64
B1VIJ0_CORU7/2-57	B1VIJ0	CORU7	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109)	Mycobacteriales	57	32	24	56
A0A542SQI5_9MICO/2-62	A0A542SQI5	9MICO	Rarobacter incanus	Micrococcales	62	32	29	61
A0A221WBX2_9PSEU/2-61	A0A221WBX2	9PSEU	Actinoalloteichus hoggarensis	Pseudonocardiales	61	32	28	60
A0A286GG47_9ACTN/2-71	A0A286GG47	9ACTN	Blastococcus haudaquaticus	Geodermatophilales	74	32	38	70
A0A164E7J6_9MICO/2-66	A0A164E7J6	9MICO		None		32	33	65
A0A640UU85_9ACTN/2-64	A0A640UU85	9ACTN	Streptomyces tubercidicus	Kitasatosporales	81	32	31	63
A0A372FV45_9ACTN/2-66	A0A372FV45	9ACTN	Micromonospora craniellae	Micromonosporales	70	32	33	65
A0A6I5VTD4_9ACTN/2-74	A0A6I5VTD4	9ACTN		None		32	41	73
A0A939FE45_9ACTN/2-64	A0A939FE45	9ACTN	Streptomyces beijiangensis	Kitasatosporales	85	32	31	63
A0A7C9TRB6_9MICO/2-66	A0A7C9TRB6	9MICO	Galbitalea soli	Micrococcales	67	32	33	65
A0A7Y6ALA1_9MICC/2-73	A0A7Y6ALA1	9MICC		None		32	40	72
J1ZW68_9ACTN/2-64	J1ZW68	9ACTN	Streptomyces auratus AGR0001	Kitasatosporales	81	32	31	63
A0A3Q9UJS0_9ACTN/2-67	A0A3Q9UJS0	9ACTN	Acidipropionibacterium jensenii	Propionibacteriales	69	32	34	66
A0A917IQI2_9MICC/2-69	A0A917IQI2	9MICC	Rothia aerolata	Micrococcales	70	32	36	68
A0A0M5LXZ1_9MICC/2-70	A0A0M5LXZ1	9MICC	Arthrobacter alpinus	Micrococcales	76	32	37	69
A0A895XSQ9_9ACTN/2-70	A0A895XSQ9	9ACTN	Natronoglycomyces albus	Glycomycetales	102	32	37	69
A0A4Q4ZGX2_9ACTN/2-61	A0A4Q4ZGX2	9ACTN	Nocardioides guangzhouensis	Propionibacteriales	63	32	28	60
Q0RUD0_FRAAA/2-65	Q0RUD0	FRAAA	Frankia alni (strain DSM 45986 / CECT 9034 / ACN14a)	Frankiales	68	32	32	64
A0A543HH85_9MICO/2-60	A0A543HH85	9MICO	Klugiella xanthotipulae	Micrococcales	60	32	27	59
A0A1N7GXD1_9NOCA/2-59	A0A1N7GXD1	9NOCA	Williamsia sterculiae	Mycobacteriales	59	32	26	58
M3VFC1_GORML/2-61	M3VFC1	GORML	Gordonia malaquae NBRC 108250	Mycobacteriales	61	32	28	60
K6X1U3_9MICO/9-68	K6X1U3	9MICO	Kineosphaera limosa NBRC 100340	Micrococcales	70	32	28	60
A0A917IDM9_9MICO/2-61	A0A917IDM9	9MICO	Microbacterium album	Micrococcales	62	32	28	60
A0A543IQF8_9ACTN/2-79	A0A543IQF8	9ACTN	Thermopolyspora flexuosa	Streptosporangiales	80	32	46	78
A0A438MK16_9ACTN/2-56	A0A438MK16	9ACTN	Nonomuraea polychroma	Streptosporangiales	56	32	23	55
U5VRZ3_9ACTN/2-70	U5VRZ3	9ACTN	Actinoplanes friuliensis DSM 7358	Micromonosporales	72	32	37	69
A0A366ZT39_9ACTN/2-74	A0A366ZT39	9ACTN		None		32	41	73
A0A7G5ZLR2_9MICO/2-61	A0A7G5ZLR2	9MICO		None		32	28	60
O53824_MYCTO/2-60	O53824	MYCTO	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	Mycobacteriales	60	32	27	59
A0A931A893_9ACTN/2-55	A0A931A893	9ACTN	Nonomuraea cypriaca	Streptosporangiales	56	32	22	54
A0A918CQB9_9ACTN/2-85	A0A918CQB9	9ACTN	Streptomyces fuscichromogenes	Kitasatosporales	88	32	52	84
D6ZKI5_MOBCV/2-65	D6ZKI5	MOBCV	Mobiluncus curtisii (strain ATCC 43063 / DSM 2711 / CCUG 24716 / V125) (Falcivibrio vaginalis)	Actinomycetales	73	32	32	64
A0A2M9C4R7_9MICO/2-63	A0A2M9C4R7	9MICO	Compostimonas suwonensis	Micrococcales	66	32	30	62
A0A4U3ML34_9ACTN/2-75	A0A4U3ML34	9ACTN	Herbidospora galbida	Streptosporangiales	78	32	42	74
A0A4Q2KTC0_9MICO/2-63	A0A4Q2KTC0	9MICO	Agromyces albus	Micrococcales	66	32	30	62
A0A841G0H1_9ACTN/1-65	A0A841G0H1	9ACTN	Phytomonospora endophytica	Micromonosporales	69	21	44	65
A0A291GR73_9MICO/2-63	A0A291GR73	9MICO	Brachybacterium vulturis	Micrococcales	66	32	30	62
A0A4T0V980_9ACTN/2-62	A0A4T0V980	9ACTN		None		32	29	61
Q8NMJ1_CORGL/2-67	Q8NMJ1	CORGL	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)	Mycobacteriales	71	32	34	66
A0A841D279_PLAVE/2-55	A0A841D279	PLAVE	Planomonospora venezuelensis	Streptosporangiales	55	32	22	54
A0A940WNG9_9ACTN/2-58	A0A940WNG9	9ACTN	Microbispora oryzae	Streptosporangiales	70	31	26	57
A0A372G9T0_9ACTN/2-64	A0A372G9T0	9ACTN	Actinomadura spongiicola	Streptosporangiales	68	32	31	63
A0A1G4V8M4_9MICO/2-73	A0A1G4V8M4	9MICO		None		32	40	72
C7MRD7_SACVD/2-61	C7MRD7	SACVD	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis)	Pseudonocardiales	61	32	28	60
H5X933_9PSEU/2-61	H5X933	9PSEU	Saccharomonospora marina XMU15	Pseudonocardiales	61	32	28	60
A0A974UTP3_9PSEU/2-62	A0A974UTP3	9PSEU		None		32	29	61
J0DF23_9BIFI/2-98	J0DF23	9BIFI	Scardovia wiggsiae F0424	Bifidobacteriales	136	32	65	97
A0A6I5W8Z6_9ACTN/2-66	A0A6I5W8Z6	9ACTN		None		32	33	65
A0A516G7P6_9MICO/2-65	A0A516G7P6	9MICO	Ornithinimicrobium ciconiae	Micrococcales	66	32	32	64
A0A8H9IT10_9PSEU/2-61	A0A8H9IT10	9PSEU	Amycolatopsis bartoniae	Pseudonocardiales	61	32	28	60
A0A2A3H3N2_9ACTN/2-81	A0A2A3H3N2	9ACTN		None		32	48	80
A0A543I836_9ACTN/2-64	A0A543I836	9ACTN	Actinomadura hallensis	Streptosporangiales	68	32	31	63
H0QNV4_ARTG1/2-73	H0QNV4	ARTG1	Arthrobacter globiformis (strain ATCC 8010 / DSM 20124 / JCM 1332 / NBRC 12137 / NCIMB 8907 / NRRL B-2979 / 168)	Micrococcales	77	32	40	72
A0A7W5VDT8_9ACTN/2-56	A0A7W5VDT8	9ACTN	Nonomuraea dietziae	Streptosporangiales	57	32	23	55
A0A0W1KHM3_9ACTO/2-60	A0A0W1KHM3	9ACTO	Trueperella bernardiae	Actinomycetales	65	32	27	59
A0A3N1GAR9_9ACTN/2-64	A0A3N1GAR9	9ACTN	Pseudokineococcus lusitanus	Kineosporiales	65	32	31	63
A0A7L5Z593_9ACTN/2-61	A0A7L5Z593	9ACTN		None		32	28	60
A0A7X0G521_9ACTN/2-62	A0A7X0G521	9ACTN	Actinomadura coerulea	Streptosporangiales	63	32	29	61
A0A4P6EM17_9MICO/2-65	A0A4P6EM17	9MICO	Xylanimonas allomyrinae	Micrococcales	66	32	32	64
A0A7G9XQF0_9MICO/2-66	A0A7G9XQF0	9MICO		None		32	33	65
A0A0Q4FFG9_9MICO/2-74	A0A0Q4FFG9	9MICO		None		32	41	73
A0A926KB02_9MICO/2-76	A0A926KB02	9MICO		None		32	43	75
A0A1I4LUD6_9MICO/2-66	A0A1I4LUD6	9MICO		None		32	33	65
D9WYT1_STRVT/2-65	D9WYT1	STRVT	Streptomyces viridochromogenes (strain DSM 40736 / JCM 4977 / BCRC 1201 / Tue 494)	Kitasatosporales	83	32	32	64
A0A1M6SBV6_PSETH/2-65	A0A1M6SBV6	PSETH	Pseudonocardia thermophila	Pseudonocardiales	67	32	32	64
A0A931E0T0_9MICO/2-80	A0A931E0T0	9MICO		None		32	47	79
A0A448PF91_9ACTO/2-74	A0A448PF91	9ACTO	Trueperella bialowiezensis	Actinomycetales	77	32	41	73
A0A0V8HY85_9MICC/2-70	A0A0V8HY85	9MICC		None		32	37	69
A0A7X0IK63_9ACTN/1-63	A0A7X0IK63	9ACTN	Sphaerisporangium rubeum	Streptosporangiales	65	23	40	63
C3PIV0_CORA7/2-74	C3PIV0	CORA7	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)	Mycobacteriales	75	32	41	73
A0A5C8JBM5_9ACTN/2-65	A0A5C8JBM5	9ACTN		None		32	32	64
A0A5Q0NWM8_9ACTN/2-61	A0A5Q0NWM8	9ACTN		None		32	28	60
A0A5C8HNS5_9MICO/2-63	A0A5C8HNS5	9MICO	Microbacterium mitrae	Micrococcales	64	32	30	62
A0A7X0VBX8_9ACTN/2-58	A0A7X0VBX8	9ACTN	Nocardioides luti	Propionibacteriales	61	32	25	57
A0A1G8X5C9_ACTMZ/2-58	A0A1G8X5C9	ACTMZ	Actinopolyspora mzabensis	Actinopolysporales	58	32	25	57
A0A0I9URL9_9MYCO/2-63	A0A0I9URL9	9MYCO	Mycobacterium haemophilum	Mycobacteriales	63	32	30	62
A0A4Y9MYG9_9ACTN/2-73	A0A4Y9MYG9	9ACTN		None		32	40	72
A0A1C4LI67_9ACTN/2-81	A0A1C4LI67	9ACTN		None		32	48	80
F2REK6_STRVP/2-79	F2REK6	STRVP	Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745)	Kitasatosporales	84	32	46	78
A0A318AEA6_9MICC/2-72	A0A318AEA6	9MICC		None		32	39	71
E3IXE7_PSEI1/2-68	E3IXE7	PSEI1	Pseudofrankia inefficax (strain DSM 45817 / CECT 9037 / DDB 130130 / EuI1c) (Frankia inefficax)	Frankiales	70	32	35	67
A0A919RQA3_9ACTN/2-71	A0A919RQA3	9ACTN	Sinosporangium siamense	Streptosporangiales	74	32	38	70
F5Z0K5_MYCSD/2-55	F5Z0K5	MYCSD	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	Mycobacteriales	55	32	22	54
A0A0F0LVA0_9MICO/2-66	A0A0F0LVA0	9MICO	Microbacterium ginsengisoli	Micrococcales	68	32	33	65
A0A088QIL5_9CORY/2-56	A0A088QIL5	9CORY		None		32	23	55
A0A0Q5CGV1_9MICO/2-67	A0A0Q5CGV1	9MICO		None		32	34	66
A0A1I0L3D6_9ACTN/2-56	A0A1I0L3D6	9ACTN	Nonomuraea wenchangensis	Streptosporangiales	56	32	23	55
W5YAI2_9CORY/2-66	W5YAI2	9CORY	Corynebacterium vitaeruminis DSM 20294	Mycobacteriales	79	32	33	65
A0A1H0PNH7_9PSEU/2-60	A0A1H0PNH7	9PSEU	Actinokineospora alba	Pseudonocardiales	60	32	27	59
A0A931D4D3_9MICC/13-77	A0A931D4D3	9MICC	Zhihengliuella flava	Micrococcales	82	32	33	65
A0A0Q8CEI3_9MICO/2-74	A0A0Q8CEI3	9MICO		None		32	41	73
A0A238W7N5_9PSEU/2-64	A0A238W7N5	9PSEU	Haloechinothrix alba	Pseudonocardiales	68	32	31	63
A0A5Q2W183_9CELL/2-62	A0A5Q2W183	9CELL		None		32	29	61
A0A7X6KVE9_9CELL/2-61	A0A7X6KVE9	9CELL	Cellulomonas denverensis	Micrococcales	61	32	28	60
A0A0M8MKT1_9MICO/2-61	A0A0M8MKT1	9MICO	Microbacterium aurantiacum	Micrococcales	61	32	28	60
U5E8P5_NOCAS/2-72	U5E8P5	NOCAS	Nocardia asteroides NBRC 15531	Mycobacteriales	72	32	39	71
A0A7X6HFM1_9MICC/2-74	A0A7X6HFM1	9MICC	Arthrobacter mobilis	Micrococcales	76	32	41	73
A0A1Q4WFW8_9ACTN/2-69	A0A1Q4WFW8	9ACTN		None		32	36	68
A0AA41PVK7_9ACTN/2-78	A0AA41PVK7	9ACTN	Yinghuangia soli	Kitasatosporales	82	32	45	77
A0A4P8TKU4_9MICO/2-62	A0A4P8TKU4	9MICO		None		32	29	61
A0A7W7RLJ4_9ACTN/2-65	A0A7W7RLJ4	9ACTN	Lipingzhangella halophila	Streptosporangiales	86	32	32	64
A0A4Y9QHV5_9ACTN/2-74	A0A4Y9QHV5	9ACTN		None		32	41	73
K0KCY6_SACES/2-62	K0KCY6	SACES	Saccharothrix espanaensis (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764)	Pseudonocardiales	62	32	29	61
A0A0M9X665_9ACTN/2-79	A0A0M9X665	9ACTN	Streptomyces caelestis	Kitasatosporales	82	32	46	78
A0A1Q5GPT6_9ACTN/2-80	A0A1Q5GPT6	9ACTN		None		32	47	79
A0A1V2RJ73_9ACTN/2-69	A0A1V2RJ73	9ACTN		None		32	36	68
A0A918M8I9_9ACTN/2-67	A0A918M8I9	9ACTN	Streptomyces lavendofoliae	Kitasatosporales	86	32	34	66
A0A931BZH2_9ACTN/2-68	A0A931BZH2	9ACTN	Actinoplanes aureus	Micromonosporales	72	32	35	67
A0A0Q8E1V3_9ACTN/2-59	A0A0Q8E1V3	9ACTN		None		32	26	58
A0A371PRZ3_STRIH/2-81	A0A371PRZ3	STRIH	Streptomyces inhibens	Kitasatosporales	83	32	48	80
A0A2S9Z249_9CORY/2-55	A0A2S9Z249	9CORY		None		32	22	54
A0A0Q6VZF3_9ACTN/2-59	A0A0Q6VZF3	9ACTN		None		32	26	58
A0A1G8Y5N3_9ACTN/2-53	A0A1G8Y5N3	9ACTN	Nonomuraea jiangxiensis	Streptosporangiales	53	32	20	52
A0A6I5N1T6_9BIFI/2-86	A0A6I5N1T6	9BIFI	Bifidobacterium choloepi	Bifidobacteriales	151	32	53	85
A0A081XIW4_STRTO/2-76	A0A081XIW4	STRTO	Streptomyces toyocaensis	Kitasatosporales	82	32	43	75
A0A3N0CBK1_9ACTN/2-61	A0A3N0CBK1	9ACTN	Nocardioides marmoriginsengisoli	Propionibacteriales	64	32	28	60
A0A6G4VG68_9ACTN/2-82	A0A6G4VG68	9ACTN	Streptomyces scabichelini	Kitasatosporales	85	32	49	81
A0A7H1B8R4_9ACTN/2-83	A0A7H1B8R4	9ACTN	Streptomyces xanthii	Kitasatosporales	87	32	50	82
A0A448HZC0_MYCCI/2-58	A0A448HZC0	MYCCI	Mycolicibacterium chitae (Mycobacterium chitae)	Mycobacteriales	58	32	25	57
A0A6H1R3Z4_9PSEU/2-61	A0A6H1R3Z4	9PSEU		None		32	28	60
A0A939MNE3_9MICO/2-57	A0A939MNE3	9MICO	Leucobacter weissii	Micrococcales	57	32	24	56
A0A7Z1AX01_9PSEU/2-60	A0A7Z1AX01	9PSEU	Actinophytocola xinjiangensis	Pseudonocardiales	60	32	27	59
A0A1B9NAF6_9MICO/2-61	A0A1B9NAF6	9MICO	Microbacterium sediminis	Micrococcales	61	32	28	60
A0A087DTT8_9BIFI/2-90	A0A087DTT8	9BIFI	Bifidobacterium subtile	Bifidobacteriales	225	32	57	89
A0A7W7M5Y4_9ACTN/1-55	A0A7W7M5Y4	9ACTN	Actinoplanes octamycinicus	Micromonosporales	59	21	34	55
C7MAJ4_BRAFD/2-63	C7MAJ4	BRAFD	Brachybacterium faecium (strain ATCC 43885 / DSM 4810 / JCM 11609 / LMG 19847 / NBRC 14762 / NCIMB 9860 / 6-10)	Micrococcales	66	32	30	62
A0A150VXD3_9ACTN/2-64	A0A150VXD3	9ACTN		None		32	31	63
A0AB38RB15_RHOSG/2-67	A0AB38RB15	RHOSG	Rhodococcus qingshengii JCM 15477	Mycobacteriales	67	32	34	66
A0A1I0VFH9_9PSEU/2-61	A0A1I0VFH9	9PSEU	Amycolatopsis marina	Pseudonocardiales	61	32	28	60
A0A1A3BUJ5_9MYCO/2-59	A0A1A3BUJ5	9MYCO		None		32	26	58
A0A853CFF0_9ACTN/1-61	A0A853CFF0	9ACTN	Petropleomorpha daqingensis	Geodermatophilales	61	21	40	61
A0A4S8QAN1_9ACTN/2-71	A0A4S8QAN1	9ACTN	Glycomyces buryatensis	Glycomycetales	84	32	38	70
A0A367EZX7_9ACTN/2-83	A0A367EZX7	9ACTN	Streptomyces diacarni	Kitasatosporales	85	32	50	82
A0A918PVY4_9ACTN/2-79	A0A918PVY4	9ACTN	Streptomyces poonensis	Kitasatosporales	81	32	46	78
A0A0G3GRU3_9CORY/2-62	A0A0G3GRU3	9CORY	Corynebacterium epidermidicanis	Mycobacteriales	70	32	29	61
A0A085LFR3_9MICO/2-68	A0A085LFR3	9MICO		None		32	35	67
A0A0A0JFK9_9MICO/2-63	A0A0A0JFK9	9MICO	Knoellia subterranea KCTC 19937	Micrococcales	64	32	30	62
A0A7Y9DMP4_9ACTN/2-82	A0A7Y9DMP4	9ACTN	Kineococcus aurantiacus	Kineosporiales	84	32	49	81
A0A1H5FU85_9ACTN/2-82	A0A1H5FU85	9ACTN		None		32	49	81
A0A168I7V8_9ACTN/2-67	A0A168I7V8	9ACTN		None		32	34	66
E6SD89_INTC7/2-63	E6SD89	INTC7	Intrasporangium calvum (strain ATCC 23552 / DSM 43043 / JCM 3097 / NBRC 12989 / NCIMB 10167 / NRRL B-3866 / 7 KIP)	Micrococcales	64	32	30	62
A0A0M5KZP4_9ACTN/2-69	A0A0M5KZP4	9ACTN		None		32	36	68
A0A918A0E1_9ACTN/2-56	A0A918A0E1	9ACTN	Nonomuraea glycinis	Streptosporangiales	56	32	23	55
A0A5J6Z6H7_9CORY/2-59	A0A5J6Z6H7	9CORY	Corynebacterium urogenitale	Mycobacteriales	59	32	26	58
A0A5B8JL84_9MICC/2-73	A0A5B8JL84	9MICC		None		32	40	72
A0A3M2JNP0_9CELL/2-63	A0A3M2JNP0	9CELL	Cellulomonas triticagri	Micrococcales	63	32	30	62
A0A1M4S0I4_9ACTO/2-68	A0A1M4S0I4	9ACTO	Actinomyces glycerinitolerans	Actinomycetales	69	32	35	67
A0A2T3G8N3_9BIFI/2-100	A0A2T3G8N3	9BIFI	Bifidobacterium callitrichos	Bifidobacteriales	141	32	67	99
A0A6L5QZ56_9MICO/2-64	A0A6L5QZ56	9MICO	Agromyces kandeliae	Micrococcales	66	32	31	63
A0A1V4D815_9ACTN/2-64	A0A1V4D815	9ACTN	Streptomyces antioxidans	Kitasatosporales	84	32	31	63
A0A4Q7Y8L9_9ACTN/2-73	A0A4Q7Y8L9	9ACTN	Blastococcus saxobsidens	Geodermatophilales	74	32	40	72
A0A3N2G523_9CELL/2-67	A0A3N2G523	9CELL		None		32	34	66
A0A563F176_9PSEU/2-61	A0A563F176	9PSEU	Lentzea tibetensis	Pseudonocardiales	61	32	28	60
A0A6B8WDY1_9CORY/2-73	A0A6B8WDY1	9CORY	Corynebacterium occultum	Mycobacteriales	82	32	40	72
A0A7Y9J780_9PSEU/2-61	A0A7Y9J780	9PSEU	Actinomycetospora corticicola	Pseudonocardiales	62	32	28	60
A0A3N2JT23_9CELL/2-63	A0A3N2JT23	9CELL		None		32	30	62
A0A1I2KNS9_9ACTN/2-69	A0A1I2KNS9	9ACTN	Actinoplanes philippinensis	Micromonosporales	77	32	36	68
A0A7K1UHY3_9MICC/2-61	A0A7K1UHY3	9MICC	Nesterenkonia alkaliphila	Micrococcales	61	32	28	60
A0A8T4J4Z2_9ACTN/2-64	A0A8T4J4Z2	9ACTN	Streptomyces daliensis	Kitasatosporales	85	32	31	63
A0A1R4G819_9MICO/1-48	A0A1R4G819	9MICO	Agrococcus casei LMG 22410	Micrococcales	48	17	31	48
A0A949U3M5_9CORY/2-63	A0A949U3M5	9CORY		None		32	30	62
A0A3N4SAC2_9ACTN/2-65	A0A3N4SAC2	9ACTN		None		32	32	64
A0A1C5JBY0_9ACTN/2-66	A0A1C5JBY0	9ACTN	Micromonospora halophytica	Micromonosporales	71	32	33	65
A0A1Q5PME6_9ACTO/2-72	A0A1Q5PME6	9ACTO	Boudabousia marimammalium	Actinomycetales	72	32	39	71
A0A3R9VMK7_9ACTN/2-79	A0A3R9VMK7	9ACTN		None		32	46	78
A0A543CLH3_9ACTN/2-72	A0A543CLH3	9ACTN	Actinoallomurus bryophytorum	Streptosporangiales	77	32	39	71
A0A095X689_9ACTO/2-66	A0A095X689	9ACTO		None		32	33	65
A0A6N7KRP8_9ACTN/2-74	A0A6N7KRP8	9ACTN	Streptomyces kaniharaensis	Kitasatosporales	85	32	41	73
W9GJ80_9MICO/2-62	W9GJ80	9MICO	Intrasporangium chromatireducens Q5-1	Micrococcales	63	32	29	61
A0A7Y9JLK3_9MICO/2-61	A0A7Y9JLK3	9MICO	Microbacterium pseudoresistens	Micrococcales	61	32	28	60
A0A543AM57_9MICC/17-81	A0A543AM57	9MICC	Enteractinococcus coprophilus	Micrococcales	81	32	33	65
A0A7M2T1S6_STRCW/2-66	A0A7M2T1S6	STRCW	Streptomyces chromofuscus	Kitasatosporales	84	32	33	65
A0A927F031_9ACTN/2-63	A0A927F031	9ACTN	Streptomyces chumphonensis	Kitasatosporales	83	32	30	62
A0A975LAX1_9ACTN/2-74	A0A975LAX1	9ACTN	Nocardiopsis eucommiae	Streptosporangiales	75	32	41	73
A0A6I2F3Z8_9MICO/2-62	A0A6I2F3Z8	9MICO	Agromyces agglutinans	Micrococcales	66	32	29	61
A0A086ZKV7_9BIFI/2-79	A0A086ZKV7	9BIFI	Bifidobacterium boum	Bifidobacteriales	124	32	46	78
A0A6N2I0F6_9ACTN/2-63	A0A6N2I0F6	9ACTN		None		32	30	62
A0A366ZZ99_9ACTN/2-73	A0A366ZZ99	9ACTN		None		32	40	72
A0A7Z0PVK6_9ACTN/2-64	A0A7Z0PVK6	9ACTN		None		32	31	63
A0A132ML06_9ACTN/2-73	A0A132ML06	9ACTN	Carbonactinospora thermoautotrophica	Kitasatosporales	73	32	40	72
A0A5B7UUY8_9ACTN/2-81	A0A5B7UUY8	9ACTN		None		32	48	80
A0A5C8UR94_9MICO/2-78	A0A5C8UR94	9MICO	Lacisediminihabitans profunda	Micrococcales	79	32	45	77
A0A917EZN1_9MICO/2-69	A0A917EZN1	9MICO	Subtercola lobariae	Micrococcales	74	32	36	68
A0A239MN46_9ACTN/2-63	A0A239MN46	9ACTN	Streptosporangium subroseum	Streptosporangiales	77	32	30	62
A0A7Z7IPD1_9MYCO/2-63	A0A7Z7IPD1	9MYCO	Mycobacterium simulans	Mycobacteriales	64	32	30	62
A0A3M2MF51_9ACTN/2-63	A0A3M2MF51	9ACTN	Actinomadura harenae	Streptosporangiales	70	32	30	62
A0A840P4M1_9ACTN/1-42	A0A840P4M1	9ACTN	Thermocatellispora tengchongensis	Streptosporangiales	43	21	21	42
A0A3P3W2I6_9MICO/2-69	A0A3P3W2I6	9MICO	Gulosibacter macacae	Micrococcales	71	32	36	68
A0A510USA8_9CELL/2-65	A0A510USA8	9CELL	Cellulomonas persica	Micrococcales	66	32	32	64
A0A2S8WW68_9MICC/2-72	A0A2S8WW68	9MICC		None		32	39	71
A0A2S8ZX04_9MICO/2-63	A0A2S8ZX04	9MICO		None		32	30	62
C4RJL9_MICS3/8-72	C4RJL9	MICS3		None		32	33	65
A0A6B2XMK5_9ACTN/2-81	A0A6B2XMK5	9ACTN		None		32	48	80
A0A7C8FXL0_9MICO/2-63	A0A7C8FXL0	9MICO	Pseudoclavibacter caeni	Micrococcales	63	32	30	62
A0A7W3PGU8_9MICO/2-66	A0A7W3PGU8	9MICO	Promicromonospora sukumoe	Micrococcales	70	32	33	65
A0A0W8IC63_9MICC/2-67	A0A0W8IC63	9MICC	Nesterenkonia jeotgali	Micrococcales	67	32	34	66
A0A2P2GL73_STREW/2-64	A0A2P2GL73	STREW	Streptomyces showdoensis	Kitasatosporales	84	32	31	63
A0A940WPD3_9ACTN/2-71	A0A940WPD3	9ACTN	Microbispora oryzae	Streptosporangiales	75	32	38	70
A0A370HSJ3_9NOCA/2-73	A0A370HSJ3	9NOCA	Nocardia pseudobrasiliensis	Mycobacteriales	74	32	40	72
A0A0L0BB37_9MICC/2-67	A0A0L0BB37	9MICC		None		32	34	66
A0A9X1QQ62_9CORY/2-71	A0A9X1QQ62	9CORY	Corynebacterium uropygiale	Mycobacteriales	72	32	38	70
A0A7W0CIU7_9ACTN/2-56	A0A7W0CIU7	9ACTN	Nonomuraea soli	Streptosporangiales	56	32	23	55
A0A934U539_9NOCA/2-69	A0A934U539	9NOCA	Antrihabitans stalagmiti	Mycobacteriales	69	32	36	68
G2G8I4_9ACTN/2-65	G2G8I4	9ACTN	Streptomyces zinciresistens K42	Kitasatosporales	85	32	32	64
A0A1D9MI77_9ACTO/2-77	A0A1D9MI77	9ACTO	Boudabousia tangfeifanii	Actinomycetales	82	32	44	76
A0A2T7T6B4_9ACTN/2-78	A0A2T7T6B4	9ACTN	Streptomyces scopuliridis RB72	Kitasatosporales	83	32	45	77
A0A2H5B355_9ACTN/2-80	A0A2H5B355	9ACTN		None		32	47	79
A0A849K4T3_9MICO/2-64	A0A849K4T3	9MICO	Isoptericola sediminis	Micrococcales	66	32	31	63
A0A1I2JGZ2_9ACTN/2-80	A0A1I2JGZ2	9ACTN	Actinacidiphila alni	Kitasatosporales	82	32	47	79
A0A1G9YFG3_9ACTN/2-64	A0A1G9YFG3	9ACTN	Actinacidiphila guanduensis	Kitasatosporales	85	32	31	63
A0A6I0FJK3_9CORY/2-65	A0A6I0FJK3	9CORY		None		32	32	64
A0A1D8T780_9NOCA/2-66	A0A1D8T780	9NOCA		None		32	33	65
K0ENP3_NOCB7/2-68	K0ENP3	NOCB7	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	Mycobacteriales	68	32	35	67
A0A0Q7JG74_9ACTN/2-63	A0A0Q7JG74	9ACTN		None		32	30	62
